LeadID,LeadSource,Age,Gender,EmploymentStatus,Income,MaritalStatus,Province,InitialProductInterest,WebsiteVisits_PreConversion,TimeOnWebsite_Minutes,EmailOpenedCount,DaysSinceInquiry,CallCenterInquiries,BranchVisits,ReferrerCustomer,HasExistingProducts,FirstContactChannel,ConversionProbability,ConversionClass,ConvertedFlag,FirstProductTaken,FirstTransactionAmount,MonthlyRevenue,TenureMonths,CLTV
L11754,Online Ad,24,Male,Student,80045.13,Married,Manitoba,Chequing Account,6,15.69,8,27,2,1,0,1,Website,0.564,Medium,0,nan,0,0.0,0,0.0
L11755,Referral,68,Female,Full-time,37136.74,Married,Ontario,Credit Card,5,16.34,5,40,2,0,0,1,Website,0.762,High,0,nan,0,0.0,0,0.0
L11756,Branch Walk-in,39,Female,Full-time,30205.5,Single,Ontario,Credit Card,3,16.2,3,56,2,0,1,0,Website,0.732,High,1,Credit Card,2713,75.55,40,3021.98
L11757,Social Media,39,Female,Unemployed,64906.77,Married,Quebec,Investment,4,15.29,4,70,0,0,0,1,Call,0.567,Medium,1,Investment,4587,148.73,46,6841.53
L11758,Social Media,44,Female,Full-time,15000.0,Widowed,Alberta,Mortgage,3,10.16,5,46,1,0,0,1,Website,0.517,Medium,1,Mortgage,4081,118.39,21,2486.18
L11759,Partnership,50,Male,Full-time,112201.3,Single,Ontario,Credit Card,1,20.95,0,76,2,0,0,0,Branch,0.954,High,1,Credit Card,7059,66.08,24,1585.86
L11760,Branch Walk-in,62,Female,Part-time,70289.65,Divorced,British Columbia,Chequing Account,4,19.89,8,116,0,1,0,1,Email,0.829,High,1,Chequing Account,1454,46.97,9,422.73
L11761,Branch Walk-in,49,Male,Full-time,94314.59,Widowed,Ontario,Investment,5,19.16,5,73,2,2,0,0,Call,1.0,High,1,Investment,7332,176.06,47,8275.04
L11762,Online Ad,56,Female,Self-employed,1000000.0,Married,Quebec,Mortgage,5,9.03,8,52,1,0,0,1,Email,0.543,Medium,1,Mortgage,3790,155.02,36,5580.64
L11763,Branch Walk-in,49,Female,Self-employed,50122.5,Single,Manitoba,Credit Card,1,29.25,5,82,0,0,0,1,Website,0.727,High,1,Credit Card,7485,91.8,12,1101.58
L11764,Online Ad,18,Female,Student,79858.14,Single,Quebec,Credit Card,5,0.42,4,33,1,1,0,0,Call,0.534,Medium,0,nan,0,0.0,0,0.0
L11765,Referral,27,Male,Full-time,78881.41,Married,British Columbia,Credit Card,1,8.29,9,87,1,2,0,1,Email,0.9,High,1,Credit Card,1920,31.35,45,1410.88
L11766,Branch Walk-in,62,Male,Part-time,71278.74,Single,Ontario,Credit Card,1,11.99,5,107,0,1,0,0,Email,0.885,High,1,Credit Card,5202,205.45,59,12121.59
L11767,Referral,21,Male,Full-time,45090.32,Married,Ontario,Chequing Account,3,31.44,0,40,0,0,0,1,Call,0.895,High,1,Chequing Account,6812,67.55,56,3782.78
L11768,Online Ad,46,Male,Self-employed,94189.6,Married,Manitoba,Mortgage,4,22.15,5,58,4,0,0,1,Call,0.635,High,0,nan,0,0.0,0,0.0
L11769,Online Ad,24,Male,Student,60259.11,Single,Nova Scotia,Investment,3,14.07,2,7,0,0,0,1,Website,0.455,Medium,0,nan,0,0.0,0,0.0
L11770,Online Ad,55,Female,Part-time,52772.37,Single,Ontario,Chequing Account,0,28.3,4,112,2,0,0,0,Email,0.455,Medium,1,Chequing Account,1709,291.56,49,14286.31
L11771,Online Ad,23,Male,Full-time,98374.62,Married,Quebec,Credit Card,2,2.37,2,57,0,0,0,0,Email,0.78,High,1,Credit Card,7632,196.48,5,982.39
L11772,Online Ad,28,Female,Part-time,60859.14,Married,Ontario,Chequing Account,4,11.93,5,47,2,3,0,1,Email,0.587,Medium,1,Chequing Account,5418,179.24,51,9141.36
L11773,Online Ad,26,Male,Full-time,68228.83,Single,British Columbia,Mortgage,6,18.78,0,98,1,0,0,0,Website,0.658,High,1,Mortgage,6560,117.51,19,2232.72
L11774,Online Ad,47,Female,Full-time,85829.48,Single,Alberta,Mortgage,1,17.51,5,14,1,0,0,1,Website,0.786,High,0,nan,0,0.0,0,0.0
L11775,Partnership,39,Male,Student,80808.17,Married,Quebec,Credit Card,1,4.31,3,52,2,0,0,0,Branch,0.552,Medium,0,nan,0,0.0,0,0.0
L11776,Referral,56,Female,Self-employed,41226.28,Married,Ontario,Chequing Account,5,11.36,8,44,1,1,1,0,Email,0.695,High,1,Chequing Account,6785,32.85,43,1412.67
L11777,Online Ad,26,Female,Full-time,38191.43,Single,British Columbia,Mortgage,5,30.36,4,55,0,0,0,1,Website,0.584,Medium,1,Mortgage,3565,228.4,59,13475.55
L11778,Branch Walk-in,55,Male,Self-employed,84097.3,Married,Ontario,Credit Card,0,10.61,0,91,0,0,0,0,Website,0.789,High,1,Credit Card,2886,264.44,40,10577.75
L11779,Partnership,68,Female,Unemployed,78238.8,Married,Alberta,Credit Card,3,23.67,7,115,1,0,1,1,Email,0.582,Medium,1,Credit Card,1390,236.9,47,11134.48
L11780,Branch Walk-in,63,Female,Unemployed,69773.74,Married,Alberta,Credit Card,5,16.07,8,116,2,1,0,0,Call,0.942,High,1,Credit Card,5278,145.92,54,7879.43
L11781,Referral,50,Female,Unemployed,39775.46,Single,British Columbia,Investment,1,25.31,2,119,0,0,1,0,Call,0.774,High,1,Investment,990,134.75,53,7141.68
L11782,Branch Walk-in,43,Male,Self-employed,75174.08,Single,Quebec,Credit Card,5,15.44,4,27,2,1,1,0,Website,0.739,High,0,nan,0,0.0,0,0.0
L11783,Social Media,33,Female,Full-time,81054.85,Married,Alberta,Credit Card,4,4.6,4,63,1,0,0,0,Website,0.707,High,1,Credit Card,7169,253.19,49,12406.43
L11784,Social Media,26,Female,Full-time,15000.0,Single,British Columbia,Chequing Account,5,21.08,5,94,1,1,0,1,Call,0.387,Medium,0,nan,0,0.0,0,0.0
L11785,Branch Walk-in,40,Other,Part-time,63658.28,Single,British Columbia,Credit Card,0,8.86,1,87,0,1,1,0,Website,0.912,High,0,nan,0,0.0,0,0.0
L11786,Partnership,32,Female,,77090.22,Single,British Columbia,Investment,4,10.76,7,68,0,0,0,0,Website,0.719,High,1,Investment,1819,138.91,8,1111.25
L11787,Partnership,36,Male,Self-employed,,Married,Ontario,Chequing Account,6,5.91,1,116,3,0,0,1,Website,0.61,High,0,nan,0,0.0,0,0.0
L11788,Branch Walk-in,59,Female,Student,123237.45,Single,British Columbia,Chequing Account,3,4.0,1,2,2,0,0,0,Email,1.0,High,1,Chequing Account,1584,27.47,31,851.64
L11789,Referral,33,Other,Part-time,99697.7,Married,Quebec,Credit Card,1,7.55,4,99,1,0,0,0,Call,0.9,High,1,Credit Card,6666,289.13,42,12143.65
L11790,Branch Walk-in,42,Male,Self-employed,84869.8,Married,Quebec,Chequing Account,2,16.02,5,67,0,0,1,0,Email,0.725,High,1,Chequing Account,4805,246.29,45,11083.06
L11791,Social Media,52,Male,Full-time,98181.01,Married,British Columbia,Investment,4,17.29,6,113,2,0,0,0,Website,0.852,High,1,Investment,9882,28.75,44,1265.08
L11792,Online Ad,68,Female,Full-time,78841.2,Single,Nova Scotia,Mortgage,2,25.05,9,32,1,1,0,1,Website,0.644,High,1,Mortgage,5143,198.15,55,10898.35
L11793,Partnership,30,Male,Full-time,88494.27,Married,Manitoba,Mortgage,4,21.15,2,70,2,1,0,0,Call,0.778,High,1,Mortgage,5802,49.64,34,1687.89
L11794,Online Ad,63,Other,Full-time,105494.98,Single,Nova Scotia,Mortgage,4,17.42,8,34,0,1,0,1,Branch,0.692,High,1,Mortgage,2394,135.0,51,6885.16
L11795,Branch Walk-in,24,Female,Full-time,35149.43,Single,Alberta,Mortgage,3,25.07,0,114,2,3,0,0,Website,0.851,High,1,Mortgage,7578,120.25,31,3727.78
L11796,Partnership,51,Male,Part-time,122855.06,Divorced,Ontario,Credit Card,3,11.12,6,3,1,0,0,0,Website,0.885,High,1,Credit Card,8837,247.93,19,4710.72
L11797,Online Ad,31,Female,Full-time,69446.46,Married,Ontario,Credit Card,3,17.44,2,112,1,1,0,0,Website,0.671,High,0,nan,0,0.0,0,0.0
L11798,Branch Walk-in,40,Female,Self-employed,99371.33,Divorced,Ontario,Mortgage,2,25.56,2,119,1,1,0,0,Email,0.967,High,1,Mortgage,5999,31.64,15,474.64
L11799,Online Ad,40,Male,Unemployed,87210.68,Single,Nova Scotia,Chequing Account,1,14.83,7,77,0,0,0,1,Email,0.584,Medium,0,nan,0,0.0,0,0.0
L11800,Referral,34,Female,Full-time,85011.72,Divorced,Quebec,Chequing Account,4,8.05,9,105,0,0,0,1,Branch,0.981,High,1,Chequing Account,8057,57.82,45,2601.73
L11801,Online Ad,30,Male,Unemployed,105257.78,Single,Alberta,Chequing Account,1,16.62,5,24,0,0,0,0,Email,0.783,High,1,Chequing Account,8416,52.51,11,577.56
L11802,Referral,44,Male,Full-time,79564.66,Single,Alberta,Chequing Account,5,1.49,4,92,2,0,0,0,Email,0.989,High,1,Chequing Account,6242,156.45,59,9230.32
L11803,Referral,19,Female,Full-time,101910.48,Married,Nova Scotia,Chequing Account,6,26.43,4,18,1,0,0,0,Call,1.0,High,1,Chequing Account,7125,239.93,10,2399.3
L11804,Partnership,54,Male,Student,82413.07,Single,Ontario,Investment,3,32.68,2,55,0,1,1,0,Email,0.684,High,1,Investment,1276,162.8,48,7814.24
L11805,Partnership,47,Female,Unemployed,51768.33,Married,Ontario,Chequing Account,1,20.73,9,54,1,1,0,0,Email,0.472,Medium,1,Chequing Account,2101,208.79,39,8142.65
L11806,Online Ad,21,Female,Self-employed,47089.02,Married,Alberta,Chequing Account,1,13.72,6,100,1,0,1,0,Email,0.489,Medium,1,Chequing Account,9521,164.21,50,8210.37
L11807,Social Media,47,Male,Full-time,86912.51,Married,Ontario,Chequing Account,2,10.65,5,39,1,1,0,0,Call,0.728,High,1,Chequing Account,4131,87.56,35,3064.45
L11808,Online Ad,20,Male,Part-time,55950.17,Single,Manitoba,Credit Card,2,12.61,8,1,1,0,0,0,Website,0.44,Medium,0,nan,0,0.0,0,0.0
L11809,Online Ad,31,Male,Part-time,88290.51,Married,Quebec,Chequing Account,2,9.34,3,61,0,0,0,0,Call,0.621,High,1,Chequing Account,1681,227.8,27,6150.51
L11810,Online Ad,28,Female,Part-time,52245.73,Married,Ontario,Mortgage,8,28.41,7,111,0,0,0,1,Branch,0.44,Medium,1,Mortgage,2529,105.9,50,5294.94
L11811,Partnership,57,Female,Full-time,104880.78,Married,Manitoba,Chequing Account,1,8.62,8,33,3,0,1,1,Website,0.778,High,1,Chequing Account,937,186.52,59,11004.79
L11812,Partnership,40,Female,Full-time,112974.9,Married,Alberta,Investment,2,14.13,4,44,1,2,1,0,Email,0.9,High,1,Investment,1676,63.48,34,2158.18
L11813,Online Ad,58,Female,Full-time,92012.19,Married,Ontario,Mortgage,2,18.49,1,108,2,0,1,1,Call,0.851,High,1,Mortgage,5834,52.43,28,1468.09
L11814,Online Ad,65,Male,Self-employed,71573.59,Married,Alberta,Mortgage,3,12.14,0,87,0,0,0,1,Email,0.55,Medium,0,nan,0,0.0,0,0.0
L11815,Online Ad,49,Male,Full-time,72330.25,Married,Ontario,Credit Card,2,10.12,5,99,1,0,1,0,Email,0.666,High,1,Credit Card,7539,272.79,34,9274.99
L11816,Branch Walk-in,20,Male,Full-time,84482.97,Divorced,Quebec,Chequing Account,0,17.45,2,103,1,1,1,1,Call,0.997,High,1,Chequing Account,7146,260.69,55,14337.77
L11817,Branch Walk-in,59,Female,Self-employed,122930.29,Single,Alberta,Chequing Account,4,11.05,1,9,3,0,0,0,Website,1.0,High,1,Chequing Account,4728,271.79,26,7066.47
L11818,Online Ad,18,Female,Unemployed,81472.14,Single,Quebec,Credit Card,2,23.28,5,92,1,2,0,0,Website,0.612,High,0,nan,0,0.0,0,0.0
L11819,Social Media,26,Male,Self-employed,97325.64,Married,Alberta,Mortgage,3,11.51,9,102,2,1,1,0,Email,0.71,High,1,Mortgage,1570,279.23,33,9214.45
L11820,Referral,65,Male,Full-time,55293.77,Married,Ontario,Chequing Account,4,12.89,6,110,1,0,0,0,Branch,0.978,High,1,Chequing Account,568,215.34,40,8613.77
L11821,Partnership,26,Female,Part-time,75127.72,Married,Quebec,Credit Card,8,13.28,8,77,0,2,0,0,Website,0.529,Medium,0,nan,0,0.0,0,0.0
L11822,Branch Walk-in,29,Male,Unemployed,114305.74,Married,Ontario,Mortgage,3,23.83,4,31,1,0,1,0,Email,1.0,High,1,Mortgage,8468,132.17,31,4097.23
L11823,Referral,18,Male,Part-time,120272.62,Single,Nova Scotia,Credit Card,6,8.82,2,86,2,0,0,0,Email,1.0,High,1,Credit Card,4865,283.41,53,15020.67
L11824,Social Media,33,Male,Full-time,47906.18,Married,Ontario,Investment,6,9.97,7,34,1,0,1,0,Website,0.584,Medium,0,nan,0,0.0,0,0.0
L11825,Social Media,47,Male,Full-time,75399.62,Single,Ontario,Credit Card,4,26.7,0,97,0,0,0,0,Call,0.798,High,0,nan,0,0.0,0,0.0
L11826,Referral,25,Female,Part-time,103093.46,Single,Quebec,Credit Card,3,33.3,8,115,0,1,0,0,Email,0.904,High,0,nan,0,0.0,0,0.0
L11827,Referral,63,Male,Part-time,105374.21,Married,Ontario,Credit Card,5,9.44,9,111,1,1,0,0,Website,1.0,High,1,Credit Card,9279,91.69,53,4859.68
L11828,Partnership,63,Female,Student,70997.6,Married,Manitoba,Investment,0,21.94,9,75,3,1,0,0,Email,0.531,Medium,1,Investment,1690,250.14,54,13507.5
L11829,Online Ad,27,Male,Student,75225.01,Single,Ontario,Chequing Account,1,1.24,6,84,0,0,0,1,Website,0.628,High,1,Chequing Account,4747,257.07,41,10540.03
L11830,Online Ad,50,Female,Full-time,61693.37,Single,,Credit Card,2,32.53,3,31,1,0,0,0,Email,0.669,High,1,Credit Card,1366,222.79,17,3787.41
L11831,Branch Walk-in,55,Female,Part-time,37465.92,Single,Alberta,Mortgage,7,21.83,1,39,0,1,1,0,Website,0.678,High,1,Mortgage,7709,207.5,35,7262.55
L11832,Social Media,58,Male,Student,69542.24,Widowed,Quebec,Credit Card,3,17.7,2,60,0,1,1,1,Email,0.47,Medium,1,Credit Card,6096,271.0,36,9755.92
L11833,Social Media,68,Male,Full-time,86838.41,Single,Ontario,Credit Card,2,7.42,2,92,0,1,0,0,Email,0.825,High,1,Credit Card,9927,262.99,58,15253.24
L11834,Partnership,39,Male,Full-time,37460.01,Married,Ontario,Investment,4,18.57,2,108,0,0,0,1,Email,0.563,Medium,1,Investment,3842,114.17,49,5594.29
L11835,Branch Walk-in,33,Male,Part-time,144090.29,Married,British Columbia,Credit Card,3,11.97,2,63,1,1,0,1,Email,1.0,High,1,Credit Card,9045,122.5,44,5389.95
L11836,Online Ad,36,Female,Full-time,75127.92,Married,Quebec,Mortgage,3,14.21,5,17,2,0,0,0,Email,0.544,Medium,0,nan,0,0.0,0,0.0
L11837,Branch Walk-in,28,Male,Part-time,118142.48,Married,British Columbia,Mortgage,2,10.99,4,92,1,2,1,0,Website,1.0,High,1,Mortgage,3141,93.69,39,3653.89
L11838,Social Media,28,Male,Full-time,90876.06,Single,Quebec,Mortgage,1,17.87,0,28,1,0,1,0,Website,0.736,High,1,Mortgage,3037,44.07,40,1762.69
L11839,Online Ad,31,Other,Full-time,106487.17,Single,Quebec,Investment,2,20.78,3,91,0,1,1,0,Email,0.855,High,1,Investment,2919,106.88,1,106.88
L11840,Online Ad,56,Female,Self-employed,45907.27,Single,Ontario,Investment,3,13.77,2,17,1,0,1,1,Call,0.482,Medium,0,nan,0,0.0,0,0.0
L11841,Online Ad,43,Male,Self-employed,94354.87,Married,Nova Scotia,Credit Card,3,24.27,9,5,2,0,0,0,Website,0.609,High,1,Credit Card,4669,112.26,37,4153.51
L11842,Branch Walk-in,61,Male,Self-employed,59305.54,Single,British Columbia,Credit Card,5,2.99,4,69,2,1,0,0,Email,0.84,High,1,Credit Card,561,169.39,11,1863.25
L11843,Partnership,37,Male,Part-time,77350.36,Single,Ontario,Mortgage,2,24.72,2,115,1,0,0,0,Call,0.658,High,1,Mortgage,7516,146.43,23,3367.86
L11844,Branch Walk-in,37,Male,Full-time,91979.8,Married,Quebec,Chequing Account,5,3.57,3,10,1,1,1,0,Email,0.967,High,1,Chequing Account,6000,199.01,22,4378.14
L11845,Partnership,22,Male,Unemployed,79696.36,Married,Ontario,Chequing Account,2,25.43,2,102,0,1,0,0,Email,0.664,High,1,Chequing Account,1707,272.01,4,1088.03
L11846,Online Ad,18,Female,Part-time,65498.62,Married,Alberta,Investment,1,14.02,9,115,2,2,0,0,Email,0.634,High,1,Investment,9086,36.32,33,1198.57
L11847,Partnership,28,Male,Student,78278.13,Single,,Credit Card,3,14.59,7,85,0,0,0,0,Website,0.671,High,1,Credit Card,9144,279.33,54,15083.74
L11848,Social Media,64,Female,Full-time,96242.39,Single,Alberta,Credit Card,0,24.81,5,98,1,0,0,0,Website,0.826,High,1,Credit Card,9258,266.41,32,8525.08
L11849,Referral,27,Male,Full-time,69870.0,Married,British Columbia,Chequing Account,2,4.3,3,93,2,0,0,1,Email,0.992,High,1,Chequing Account,9421,139.24,27,3759.37
L11850,Partnership,64,Female,Full-time,84245.92,Single,Nova Scotia,Credit Card,5,20.63,7,50,1,0,0,1,Website,0.644,High,1,Credit Card,8170,69.74,58,4044.77
L11851,Referral,45,Male,Part-time,73096.46,Married,Alberta,Mortgage,2,29.29,2,98,3,0,1,1,Call,0.812,High,1,Mortgage,2534,212.77,46,9787.44
L11852,Partnership,62,Female,Self-employed,46031.28,Single,British Columbia,Investment,4,25.38,6,111,0,1,0,0,Website,0.421,Medium,0,nan,0,0.0,0,0.0
L11853,Partnership,64,Male,Part-time,114699.44,Single,British Columbia,Credit Card,2,12.01,8,69,3,0,1,0,Website,0.75,High,1,Credit Card,3893,123.82,34,4210.02
L11854,Social Media,51,Male,Part-time,94726.1,Single,Ontario,Investment,3,20.16,0,34,0,1,0,1,Email,0.798,High,1,Investment,7369,192.93,51,9839.26
L11855,Branch Walk-in,30,Female,Student,65218.62,Single,Ontario,Credit Card,1,25.22,9,69,0,0,0,1,Email,0.839,High,0,nan,0,0.0,0,0.0
L11856,Online Ad,61,Male,Full-time,52725.49,Divorced,Alberta,Mortgage,4,10.78,7,39,0,1,0,0,Email,0.633,High,0,nan,0,0.0,0,0.0
L11857,Branch Walk-in,42,Female,Full-time,61380.69,Married,Alberta,Chequing Account,5,17.21,1,26,2,3,1,0,Email,0.919,High,1,Chequing Account,7492,83.77,5,418.86
L11858,Referral,40,Female,Unemployed,89017.85,Single,Ontario,Credit Card,1,19.21,4,2,0,1,0,0,Call,0.967,High,1,Credit Card,3348,174.49,25,4362.16
L11859,Social Media,53,Male,Self-employed,78771.89,Married,,Mortgage,2,20.05,8,95,0,0,0,0,Email,0.497,Medium,0,nan,0,0.0,0,0.0
L11860,Social Media,29,Other,Full-time,98926.43,Single,Ontario,Credit Card,2,7.24,1,104,0,0,1,1,Email,0.786,High,1,Credit Card,3903,252.8,43,10870.22
L11861,Partnership,64,Male,Full-time,47568.18,Single,Quebec,Credit Card,4,9.95,8,71,2,1,1,0,Call,0.501,Medium,0,nan,0,0.0,0,0.0
L11862,Online Ad,62,Male,Full-time,82316.19,Single,Nova Scotia,Mortgage,5,15.54,5,59,0,1,0,1,Email,0.614,High,1,Mortgage,5941,129.57,51,6608.11
L11863,Social Media,19,Female,Unemployed,70648.63,Single,Manitoba,Chequing Account,2,31.76,2,46,0,1,1,1,Call,0.477,Medium,1,Chequing Account,1943,154.36,45,6946.16
L11864,Partnership,37,Other,Full-time,61103.6,Single,Ontario,Chequing Account,0,28.35,7,30,1,1,0,1,Website,0.603,High,1,Chequing Account,5017,93.11,28,2607.17
L11865,Social Media,33,Male,Student,113986.35,Married,Ontario,Chequing Account,4,15.38,4,118,1,1,0,0,Email,0.759,High,0,nan,0,0.0,0,0.0
L11866,Online Ad,31,Female,Part-time,65774.15,Married,Ontario,Credit Card,6,16.47,6,25,0,2,1,1,Website,0.579,Medium,0,nan,0,0.0,0,0.0
L11867,Online Ad,19,Male,Student,74534.67,Married,Ontario,Mortgage,5,0.88,5,101,0,0,0,0,Website,0.629,High,1,Mortgage,4945,249.68,53,13233.05
L11868,Online Ad,66,Female,Full-time,29120.04,Divorced,Quebec,Chequing Account,3,19.43,0,36,0,0,0,0,Branch,0.404,Medium,1,Chequing Account,7017,117.52,38,4465.87
L11869,Branch Walk-in,33,Male,Full-time,109287.19,Single,Manitoba,Mortgage,4,7.66,3,115,2,0,0,0,Email,0.985,High,1,Mortgage,5680,76.51,4,306.05
L11870,Branch Walk-in,21,Male,Full-time,52506.11,Single,Ontario,Chequing Account,1,18.76,2,25,1,0,0,1,Email,0.82,High,1,Chequing Account,3660,67.37,42,2829.45
L11871,Partnership,60,Male,Student,35763.12,Married,Quebec,Chequing Account,0,26.11,4,117,1,0,0,0,Call,0.417,Medium,0,nan,0,0.0,0,0.0
L11872,Referral,30,Female,Part-time,97542.19,Single,Ontario,Credit Card,5,17.05,7,111,0,1,0,0,Website,0.933,High,1,Credit Card,4940,271.37,31,8412.58
L11873,Referral,55,Female,Unemployed,102594.73,Married,British Columbia,Mortgage,4,5.89,6,115,1,1,1,1,Website,0.944,High,1,Mortgage,6793,213.35,59,12587.5
L11874,Branch Walk-in,66,Male,Full-time,91750.98,Single,Alberta,Mortgage,1,29.43,8,93,1,0,1,1,Call,1.0,High,1,Mortgage,6472,155.61,5,778.05
L11875,Social Media,18,Female,Part-time,31176.15,Single,Ontario,Credit Card,2,21.77,3,10,1,1,0,1,Call,0.441,Medium,1,Credit Card,9249,264.45,10,2644.53
L11876,Partnership,26,Female,Student,85042.82,Single,Quebec,Mortgage,3,29.56,1,48,1,0,1,0,Call,0.679,High,0,nan,0,0.0,0,0.0
L11877,Social Media,38,Male,Part-time,15000.0,Widowed,Quebec,Chequing Account,4,14.15,1,48,1,3,0,0,Branch,0.213,Low,1,Chequing Account,5101,170.77,47,8026.42
L11878,Referral,35,Female,Self-employed,44032.16,Married,Ontario,Chequing Account,3,20.41,2,101,0,2,0,0,Email,0.747,High,1,Chequing Account,8040,205.19,24,4924.66
L11879,Branch Walk-in,60,Male,Student,66045.04,Married,British Columbia,Chequing Account,1,15.84,1,18,0,1,1,1,Website,0.744,High,1,Chequing Account,666,155.48,54,8395.81
L11880,Partnership,49,Male,Student,101463.92,Single,British Columbia,Credit Card,3,20.17,5,18,1,1,0,1,Email,0.771,High,0,nan,0,0.0,0,0.0
L11881,Branch Walk-in,63,Male,Unemployed,82380.31,Married,Quebec,Mortgage,3,6.96,2,105,1,0,1,1,Email,0.875,High,1,Mortgage,514,43.91,29,1273.33
L11882,Online Ad,51,Male,Student,108406.55,Married,Ontario,Investment,1,11.19,0,49,0,1,0,1,Email,0.753,High,1,Investment,2312,143.91,28,4029.57
L11883,Online Ad,37,Female,Full-time,59974.81,Married,Quebec,Mortgage,5,14.86,0,113,0,0,1,0,Email,0.554,Medium,0,nan,0,0.0,0,0.0
L11884,Online Ad,60,Female,Full-time,45883.81,Married,Quebec,Credit Card,1,9.53,0,78,1,0,0,0,Website,0.579,Medium,1,Credit Card,177,297.08,6,1782.47
L11885,Social Media,19,Male,Part-time,73762.42,Married,Quebec,Chequing Account,4,13.88,1,63,2,0,0,1,Branch,0.554,Medium,0,nan,0,0.0,0,0.0
L11886,Online Ad,21,Female,Full-time,65172.91,Single,Ontario,Mortgage,1,20.55,6,33,1,1,0,0,Email,0.633,High,1,Mortgage,315,259.73,6,1558.35
L11887,Online Ad,62,Female,Unemployed,79382.41,Married,Nova Scotia,Credit Card,7,20.83,7,82,1,0,0,0,Email,0.569,Medium,0,nan,0,0.0,0,0.0
L11888,Referral,55,Female,Full-time,89501.34,Single,Ontario,Credit Card,1,5.89,3,70,3,0,1,1,Email,1.0,High,1,Credit Card,6523,20.07,9,180.67
L11889,Branch Walk-in,24,Female,Full-time,100901.86,Married,Manitoba,Credit Card,3,6.33,4,45,1,0,0,1,Email,0.983,High,1,Credit Card,7947,217.51,26,5655.32
L11890,Referral,39,Male,Full-time,80459.7,Married,British Columbia,Credit Card,4,28.61,5,49,3,0,1,1,Call,1.0,High,1,Credit Card,1956,229.89,30,6896.71
L11891,Branch Walk-in,37,Female,Self-employed,81203.66,Single,Quebec,Mortgage,3,14.12,6,96,0,2,0,0,Branch,0.837,High,1,Mortgage,5381,273.28,12,3279.31
L11892,Online Ad,52,Male,Full-time,67092.95,Single,Manitoba,Mortgage,1,11.42,4,38,0,2,0,0,Email,0.704,High,1,Mortgage,4131,118.31,39,4614.19
L11893,Online Ad,21,Male,Self-employed,82064.54,Single,Ontario,Chequing Account,1,29.33,4,76,1,2,0,0,Email,0.729,High,1,Chequing Account,8720,98.54,53,5222.4
L11894,Branch Walk-in,37,Female,Student,122369.22,Single,Ontario,Mortgage,3,19.11,0,91,2,1,0,0,Call,1.0,High,1,Mortgage,3491,55.36,25,1383.88
L11895,Referral,52,Female,Full-time,64830.88,Single,Ontario,Credit Card,4,12.96,5,0,1,0,0,0,Call,1.0,High,1,Credit Card,7255,33.19,23,763.32
L11896,Referral,50,Male,Full-time,72485.62,Married,Nova Scotia,Credit Card,2,22.49,1,57,0,0,0,0,Branch,0.858,High,1,Credit Card,5063,223.11,31,6916.48
L11897,Online Ad,68,Male,Full-time,103819.15,Single,Ontario,Chequing Account,2,15.91,2,55,1,0,0,0,Email,0.918,High,1,Chequing Account,5899,147.36,20,2947.1
L11898,Partnership,38,Male,Full-time,124076.28,Married,Ontario,Credit Card,7,20.55,9,25,0,0,1,0,Branch,0.987,High,1,Credit Card,3681,240.36,38,9133.57
L11899,Branch Walk-in,62,Male,Self-employed,50142.87,Married,Alberta,Credit Card,4,11.23,2,14,2,0,0,1,Email,0.731,High,0,nan,0,0.0,0,0.0
L11900,Online Ad,31,Female,Part-time,51264.09,Divorced,Nova Scotia,Mortgage,2,13.68,9,73,2,0,0,1,Email,0.447,Medium,0,nan,0,0.0,0,0.0
L11901,Online Ad,48,Female,Full-time,52209.33,Single,Nova Scotia,Credit Card,5,20.69,2,19,2,0,1,0,Website,0.495,Medium,1,Credit Card,7590,164.33,55,9037.89
L11902,Partnership,39,Male,Part-time,26281.99,Single,British Columbia,Chequing Account,5,14.88,7,13,0,0,1,1,Email,0.338,Low,0,nan,0,0.0,0,0.0
L11903,Branch Walk-in,65,Male,,77223.32,Married,Ontario,Mortgage,5,16.91,4,53,1,0,0,1,Email,0.902,High,1,Mortgage,8651,256.25,38,9737.68
L11904,Referral,47,Female,Full-time,117970.98,Married,British Columbia,Credit Card,1,11.29,1,109,0,0,0,0,Call,1.0,High,1,Credit Card,6955,280.77,40,11230.85
L11905,Social Media,46,Male,Student,98873.84,Married,Quebec,Mortgage,5,29.38,3,71,0,0,1,0,Branch,0.635,High,1,Mortgage,3167,239.07,53,12670.83
L11906,Social Media,53,Male,Student,73751.07,Single,British Columbia,Chequing Account,2,13.55,4,25,0,0,0,0,Email,0.51,Medium,0,nan,0,0.0,0,0.0
L11907,Social Media,66,Male,Full-time,105081.74,Married,Nova Scotia,Chequing Account,4,4.9,4,53,1,0,0,1,Email,0.804,High,1,Chequing Account,9519,117.39,27,3169.59
L11908,Branch Walk-in,59,Male,Unemployed,124145.66,Single,Ontario,Investment,3,31.74,3,53,3,0,0,1,Website,1.0,High,1,Investment,5803,45.91,31,1423.36
L11909,Referral,46,Male,Full-time,76387.65,Married,Quebec,Credit Card,3,24.35,7,36,0,1,0,1,Website,0.869,High,0,nan,0,0.0,0,0.0
L11910,Online Ad,24,Male,Full-time,74511.8,Married,Quebec,Chequing Account,6,13.13,2,42,0,0,1,1,Website,0.584,Medium,1,Chequing Account,5040,189.29,18,3407.19
