AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability,Predicted_CLTV
Senior (50+),40K-80K,Mortgage,0.403,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.654,3481.3346913032583
Mid-Age (30–50),40K-80K,Investment,0.556,8767.894186615742
Mid-Age (30–50),40K-80K,Chequing Account,0.564,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.679,5074.273476440871
Young (<30),40K-80K,Credit Card,0.997,7486.047307172905
Young (<30),80K-120K,Chequing Account,0.874,8727.874292679915
Mid-Age (30–50),40K-80K,Chequing Account,0.922,1256.5864396099523
Senior (50+),80K-120K,Chequing Account,0.611,6784.435443640155
Senior (50+),40K-80K,Credit Card,0.465,0.0
Mid-Age (30–50),80K-120K,Mortgage,1.0,6806.207974422976
Mid-Age (30–50),<40K,Chequing Account,0.596,0.0
Young (<30),40K-80K,Mortgage,0.789,2682.69733248137
Senior (50+),80K-120K,Chequing Account,0.875,4880.92841279934
Young (<30),40K-80K,Chequing Account,0.832,5667.283595837629
Mid-Age (30–50),<40K,Chequing Account,0.679,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.531,8762.722143121986
Young (<30),40K-80K,Credit Card,0.832,2316.454292400179
Senior (50+),40K-80K,Chequing Account,0.537,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.934,7011.728872037198
Young (<30),40K-80K,Chequing Account,0.548,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.739,12120.582040738394
Mid-Age (30–50),40K-80K,Mortgage,0.51,759.5417850688573
Mid-Age (30–50),40K-80K,Investment,0.511,0.0
Senior (50+),80K-120K,Credit Card,1.0,4247.307749944357
Senior (50+),40K-80K,Chequing Account,0.593,0.0
Young (<30),40K-80K,Credit Card,0.709,3857.9973838364913
Mid-Age (30–50),80K-120K,Credit Card,0.94,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.535,0.0
Senior (50+),80K-120K,Credit Card,0.953,7926.019677814385
Mid-Age (30–50),40K-80K,Investment,0.699,8727.079312618118
Mid-Age (30–50),<40K,Credit Card,0.288,1826.9654469157895
Senior (50+),40K-80K,Chequing Account,0.539,0.0
Mid-Age (30–50),120K–200K,Mortgage,1.0,2371.356984097625
Mid-Age (30–50),80K-120K,Credit Card,0.7,986.0957606154006
Mid-Age (30–50),80K-120K,Mortgage,0.734,7550.2676401913195
Mid-Age (30–50),80K-120K,Mortgage,0.837,5861.078413042902
Mid-Age (30–50),40K-80K,Mortgage,0.642,-1754.1193006433791
Mid-Age (30–50),80K-120K,Mortgage,0.935,3084.1483495851726
Young (<30),40K-80K,Chequing Account,0.551,0.0
Young (<30),40K-80K,Mortgage,0.745,2206.5070158958106
Senior (50+),40K-80K,Credit Card,0.541,4480.023745127355
Young (<30),80K-120K,Credit Card,0.93,3690.0757289266567
Senior (50+),<40K,Credit Card,0.534,0.0
Senior (50+),40K-80K,Investment,0.882,423.182417257869
Senior (50+),80K-120K,Chequing Account,0.844,4804.75507788257
Mid-Age (30–50),80K-120K,Investment,0.868,3609.7048133537537
Mid-Age (30–50),80K-120K,Investment,0.814,401.7363683423346
Young (<30),40K-80K,Chequing Account,0.615,0.0
Young (<30),40K-80K,Credit Card,0.565,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.654,5032.4653521111595
Senior (50+),40K-80K,Investment,0.654,0.0
Mid-Age (30–50),40K-80K,Chequing Account,1.0,10609.162928237161
Senior (50+),40K-80K,Chequing Account,0.477,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.755,6834.82423835973
Mid-Age (30–50),<40K,Chequing Account,0.569,7583.260910561572
Senior (50+),40K-80K,Chequing Account,0.66,0.0
Senior (50+),40K-80K,Credit Card,0.667,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.837,2469.717530772825
Young (<30),<40K,Credit Card,0.649,2963.0085959652924
Senior (50+),40K-80K,Mortgage,0.477,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.417,0.0
Mid-Age (30–50),120K–200K,Credit Card,1.0,982.2793973137686
Young (<30),40K-80K,Credit Card,0.605,0.0
Young (<30),80K-120K,Chequing Account,1.0,9592.456209042834
Young (<30),40K-80K,Credit Card,0.358,0.0
Mid-Age (30–50),40K-80K,Investment,0.831,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.795,6104.705493067899
Young (<30),80K-120K,Chequing Account,0.937,7163.983318339067
Mid-Age (30–50),40K-80K,Credit Card,0.36,-131.19149579640725
Senior (50+),40K-80K,Credit Card,0.64,5971.713380529012
Young (<30),40K-80K,Credit Card,0.618,2250.162901553914
Senior (50+),80K-120K,Investment,0.935,5037.724144836684
Mid-Age (30–50),40K-80K,Credit Card,0.6,5101.185721073607
Mid-Age (30–50),40K-80K,Mortgage,0.809,0.0
Young (<30),120K–200K,Credit Card,1.0,3098.1460817832185
Mid-Age (30–50),40K-80K,Credit Card,0.566,-286.1351488509117
Senior (50+),40K-80K,Mortgage,0.857,7552.011303020841
Young (<30),40K-80K,Credit Card,0.874,9692.16584958631
Mid-Age (30–50),40K-80K,Credit Card,0.826,3640.6309773367047
Mid-Age (30–50),<40K,Mortgage,0.36,0.0
Mid-Age (30–50),40K-80K,Investment,0.492,0.0
Young (<30),40K-80K,Mortgage,1.0,4063.5024100654337
Young (<30),40K-80K,Credit Card,0.55,0.0
Senior (50+),40K-80K,Chequing Account,0.648,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.529,-2285.9123752475743
Mid-Age (30–50),80K-120K,Credit Card,0.839,6987.889952001271
Mid-Age (30–50),40K-80K,Mortgage,0.492,7918.503249212194
Mid-Age (30–50),40K-80K,Mortgage,0.924,616.269720355539
Young (<30),40K-80K,Chequing Account,0.674,-2343.2541870403725
Mid-Age (30–50),40K-80K,Chequing Account,0.91,6216.68958998955
Senior (50+),80K-120K,Chequing Account,0.724,-562.0864035144432
Mid-Age (30–50),80K-120K,Mortgage,0.837,2676.467481882597
Senior (50+),80K-120K,Mortgage,0.844,0.0
Young (<30),80K-120K,Investment,0.684,0.0
Young (<30),80K-120K,Chequing Account,0.623,6415.71631156896
Mid-Age (30–50),80K-120K,Chequing Account,1.0,4988.271766282487
Senior (50+),40K-80K,Mortgage,0.488,0.0
Young (<30),40K-80K,Mortgage,0.902,2894.649174254281
Mid-Age (30–50),80K-120K,Investment,0.834,10593.289684579022
Mid-Age (30–50),40K-80K,Credit Card,1.0,8922.501819546054
Mid-Age (30–50),40K-80K,Mortgage,0.633,11324.911818000239
Young (<30),80K-120K,Credit Card,1.0,9475.58167383245
Senior (50+),40K-80K,Mortgage,0.943,10953.825579534336
Mid-Age (30–50),40K-80K,Mortgage,0.907,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.78,0.0
Young (<30),40K-80K,Chequing Account,0.9,3330.50359284396
Mid-Age (30–50),80K-120K,Chequing Account,0.787,-2121.5355257228975
Senior (50+),40K-80K,Mortgage,0.604,0.0
Senior (50+),40K-80K,Credit Card,0.781,0.0
Young (<30),80K-120K,Mortgage,0.781,0.0
Young (<30),40K-80K,Investment,0.596,0.0
Senior (50+),80K-120K,Credit Card,0.759,467.92537921348594
Mid-Age (30–50),<40K,Mortgage,0.32,7678.497935525651
Senior (50+),<40K,Chequing Account,0.61,12073.650256288292
Senior (50+),40K-80K,Mortgage,0.729,9659.596589807383
Mid-Age (30–50),80K-120K,Credit Card,0.697,-1936.8143692212961
Mid-Age (30–50),<40K,Credit Card,0.36,4925.300287228554
Senior (50+),80K-120K,Mortgage,0.766,4258.41285433986
Young (<30),40K-80K,Credit Card,0.862,4830.664622150802
Senior (50+),80K-120K,Chequing Account,0.77,5594.312508455989
Young (<30),40K-80K,Mortgage,0.782,5796.49276426422
Senior (50+),40K-80K,Mortgage,0.893,2530.1150686033607
Mid-Age (30–50),80K-120K,Mortgage,0.865,5018.314064293845
Mid-Age (30–50),80K-120K,Mortgage,0.616,2771.929388535669
Mid-Age (30–50),40K-80K,Investment,0.456,0.0
Senior (50+),40K-80K,Chequing Account,0.772,-2464.0376396004344
Young (<30),80K-120K,Mortgage,0.794,-1300.9953827612358
Young (<30),80K-120K,Chequing Account,0.738,7622.459655695413
Young (<30),<40K,Investment,0.334,0.0
Senior (50+),40K-80K,Chequing Account,0.451,-4823.495633587491
Young (<30),40K-80K,Investment,0.627,7189.815622192056
Senior (50+),80K-120K,Mortgage,0.726,9928.700273138324
Mid-Age (30–50),80K-120K,Investment,0.826,9197.086609879922
Senior (50+),40K-80K,Mortgage,0.838,8475.861251005575
Young (<30),40K-80K,Chequing Account,0.692,5844.8100143318425
Mid-Age (30–50),40K-80K,Chequing Account,0.451,1896.6798542238812
Mid-Age (30–50),40K-80K,Chequing Account,0.472,3236.587794575611
Young (<30),40K-80K,Chequing Account,0.683,3797.4152249813505
Senior (50+),40K-80K,Credit Card,0.53,0.0
Senior (50+),<40K,Credit Card,0.413,0.0
Senior (50+),80K-120K,Investment,0.714,7115.184177976527
Mid-Age (30–50),120K–200K,Chequing Account,1.0,-3381.9835469579975
Senior (50+),40K-80K,Chequing Account,0.911,0.0
Young (<30),80K-120K,Credit Card,0.621,0.0
Senior (50+),80K-120K,Chequing Account,0.963,3327.380884457172
Mid-Age (30–50),80K-120K,Chequing Account,0.918,4222.419757211859
Senior (50+),40K-80K,Credit Card,0.509,1297.5328453147722
Senior (50+),40K-80K,Mortgage,0.876,3842.387879153419
Young (<30),40K-80K,Credit Card,0.97,1071.8437301807917
Young (<30),80K-120K,Chequing Account,0.604,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.755,0.0
Senior (50+),80K-120K,Credit Card,0.865,5601.821669149163
Mid-Age (30–50),80K-120K,Mortgage,0.562,5740.450284274622
Mid-Age (30–50),80K-120K,Investment,1.0,11627.535893600954
Senior (50+),80K-120K,Mortgage,0.966,6900.07332159878
Senior (50+),40K-80K,Investment,0.716,0.0
Mid-Age (30–50),<40K,Credit Card,0.311,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.658,-4730.473179549781
Mid-Age (30–50),80K-120K,Chequing Account,0.771,2186.708547786732
Mid-Age (30–50),40K-80K,Investment,0.671,4130.093291538213
Senior (50+),40K-80K,Mortgage,0.816,-1871.7932236886459
Senior (50+),40K-80K,Chequing Account,0.657,6895.200575348563
Mid-Age (30–50),40K-80K,Mortgage,0.847,0.0
Mid-Age (30–50),40K-80K,Investment,0.699,8704.559305269677
Mid-Age (30–50),80K-120K,Mortgage,0.777,-4708.26369019141
Senior (50+),40K-80K,Mortgage,0.555,0.0
Senior (50+),80K-120K,Investment,0.734,932.4799182841934
Young (<30),80K-120K,Credit Card,0.967,1291.794848970836
Young (<30),40K-80K,Investment,0.686,4295.501079412623
Young (<30),80K-120K,Mortgage,1.0,3697.5406539667274
Mid-Age (30–50),40K-80K,Chequing Account,0.433,-798.9341338267636
Senior (50+),40K-80K,Chequing Account,0.353,0.0
Mid-Age (30–50),40K-80K,Investment,0.763,518.5961130107962
Young (<30),40K-80K,Mortgage,0.626,-4663.518804618101
Senior (50+),80K-120K,Chequing Account,0.859,-896.0408053172328
Senior (50+),40K-80K,Chequing Account,0.82,-4719.044849441044
Young (<30),40K-80K,Investment,0.79,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.888,4693.443235164044
Mid-Age (30–50),40K-80K,Credit Card,1.0,6375.025877944121
Senior (50+),80K-120K,Investment,0.942,6625.007567967274
Mid-Age (30–50),40K-80K,Chequing Account,0.475,10021.646337330192
Senior (50+),80K-120K,Credit Card,1.0,6844.922769191449
Senior (50+),80K-120K,Chequing Account,0.987,-237.50521127611046
Mid-Age (30–50),80K-120K,Investment,0.573,6068.042249985125
Mid-Age (30–50),40K-80K,Investment,0.87,5166.8070625569835
Senior (50+),80K-120K,Chequing Account,0.865,8074.171097271839
Mid-Age (30–50),80K-120K,Credit Card,0.783,3902.386951453913
Mid-Age (30–50),40K-80K,Credit Card,0.754,0.0
Young (<30),40K-80K,Chequing Account,0.909,7402.854752228835
Young (<30),80K-120K,Chequing Account,0.871,4840.343237037114
Young (<30),80K-120K,Mortgage,0.89,-1730.7884620639593
Mid-Age (30–50),<40K,Mortgage,0.371,3946.4104882335396
Senior (50+),40K-80K,Mortgage,0.854,0.0
Young (<30),40K-80K,Investment,0.858,1225.2291559521163
Mid-Age (30–50),40K-80K,Mortgage,0.602,-4754.454172143802
Young (<30),40K-80K,Mortgage,0.421,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.786,4491.023035222233
Mid-Age (30–50),40K-80K,Credit Card,0.873,6648.129751905348
Young (<30),80K-120K,Chequing Account,0.67,3979.887071874289
Senior (50+),40K-80K,Credit Card,0.617,-2375.88433604276
Young (<30),<40K,Credit Card,0.526,3086.298920267559
Senior (50+),80K-120K,Chequing Account,1.0,4576.9590310670355
Young (<30),40K-80K,Chequing Account,0.756,0.0
Senior (50+),80K-120K,Credit Card,0.916,0.0
Mid-Age (30–50),<40K,Mortgage,0.494,4930.805901579042
Senior (50+),40K-80K,Mortgage,0.278,11665.671111352043
Mid-Age (30–50),<40K,Credit Card,0.435,0.0
Senior (50+),40K-80K,Chequing Account,0.854,11295.583364654003
Mid-Age (30–50),80K-120K,Investment,0.787,-2432.273200036952
Young (<30),<40K,Investment,0.288,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.845,2557.1240990538035
Senior (50+),80K-120K,Mortgage,0.987,5062.14330056287
Young (<30),80K-120K,Mortgage,1.0,7338.3746537064835
Mid-Age (30–50),80K-120K,Credit Card,0.894,-4687.856959646417
Senior (50+),40K-80K,Credit Card,0.568,6321.687896901834
Young (<30),80K-120K,Investment,0.99,4260.989287473827
Senior (50+),40K-80K,Credit Card,0.67,-4768.583653612508
Mid-Age (30–50),80K-120K,Mortgage,0.572,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.646,8381.807683613064
Mid-Age (30–50),40K-80K,Chequing Account,0.56,6015.539675408443
Senior (50+),40K-80K,Mortgage,0.863,4295.56856331113
Senior (50+),40K-80K,Mortgage,0.761,5589.813072259243
Senior (50+),40K-80K,Mortgage,0.89,4827.948939248741
Young (<30),40K-80K,Investment,0.668,1738.127594973923
Young (<30),80K-120K,Credit Card,0.922,-1439.7533373303827
Mid-Age (30–50),40K-80K,Investment,0.68,8855.490136578741
Young (<30),40K-80K,Mortgage,0.632,7462.088885626805
Mid-Age (30–50),<40K,Mortgage,0.342,0.0
Mid-Age (30–50),40K-80K,Investment,0.657,2659.773116960664
Senior (50+),80K-120K,Investment,0.644,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.684,0.0
Young (<30),40K-80K,Mortgage,0.942,2332.726419259933
Senior (50+),40K-80K,Chequing Account,0.724,2955.743983524677
Mid-Age (30–50),40K-80K,Mortgage,0.672,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.919,2914.9178263912017
Senior (50+),80K-120K,Credit Card,0.683,11427.917967579717
Mid-Age (30–50),80K-120K,Chequing Account,1.0,6097.080875315649
Senior (50+),80K-120K,Credit Card,0.874,6862.336311686242
Young (<30),80K-120K,Chequing Account,0.535,4655.655480775396
Senior (50+),40K-80K,Chequing Account,0.656,8962.461046411652
Young (<30),40K-80K,Chequing Account,0.652,0.0
Mid-Age (30–50),80K-120K,Investment,0.838,6750.1973921315075
Senior (50+),80K-120K,Investment,0.787,5979.948990573446
Mid-Age (30–50),80K-120K,Investment,1.0,3555.43013256648
Young (<30),80K-120K,Chequing Account,0.867,-4718.02217593287
Senior (50+),80K-120K,Credit Card,1.0,4555.228867214002
Senior (50+),80K-120K,Credit Card,1.0,7655.351619390976
Senior (50+),120K–200K,Credit Card,1.0,10093.415329253818
Young (<30),<40K,Chequing Account,0.707,4586.67263366893
Young (<30),40K-80K,Credit Card,0.794,968.5340522364922
Mid-Age (30–50),40K-80K,Chequing Account,0.829,12257.839615109195
Senior (50+),40K-80K,Mortgage,0.585,0.0
Senior (50+),120K–200K,Investment,1.0,6164.06501802907
Senior (50+),80K-120K,Chequing Account,0.882,4321.541117581246
Senior (50+),80K-120K,Investment,0.996,1619.2671148264444
Young (<30),80K-120K,Credit Card,0.761,721.4979979577938
Mid-Age (30–50),40K-80K,Credit Card,0.622,10324.877286221405
Young (<30),80K-120K,Credit Card,1.0,8875.299142605083
Senior (50+),40K-80K,Mortgage,0.928,5982.632465391214
Senior (50+),80K-120K,Chequing Account,0.677,10210.209442680998
Mid-Age (30–50),40K-80K,Mortgage,0.433,4482.78417499573
Senior (50+),40K-80K,Mortgage,0.433,0.0
Mid-Age (30–50),80K-120K,Investment,1.0,2101.9385608340162
Senior (50+),40K-80K,Mortgage,0.545,0.0
Mid-Age (30–50),80K-120K,Investment,1.0,5765.401416355669
Mid-Age (30–50),40K-80K,Credit Card,0.55,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.976,7093.905369382548
Senior (50+),40K-80K,Investment,0.935,9948.023629044466
Mid-Age (30–50),80K-120K,Credit Card,0.586,0.0
Senior (50+),80K-120K,Mortgage,0.563,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,2579.4670855806717
Senior (50+),40K-80K,Chequing Account,0.758,0.0
Senior (50+),120K–200K,Investment,1.0,1647.07753947119
Senior (50+),40K-80K,Mortgage,0.738,6403.369108811854
Mid-Age (30–50),40K-80K,Credit Card,0.594,4005.3150039496923
Mid-Age (30–50),40K-80K,Mortgage,0.868,4004.853893638383
Mid-Age (30–50),80K-120K,Credit Card,0.939,4467.297896609045
Mid-Age (30–50),40K-80K,Investment,0.778,522.0745525382526
Young (<30),80K-120K,Chequing Account,0.891,11326.992253593
Mid-Age (30–50),40K-80K,Investment,0.785,3598.381394354774
Senior (50+),<40K,Credit Card,0.376,7213.134252695234
Mid-Age (30–50),80K-120K,Chequing Account,1.0,2437.604119638172
Mid-Age (30–50),40K-80K,Investment,0.951,6326.655815367949
Mid-Age (30–50),40K-80K,Mortgage,0.646,0.0
Young (<30),80K-120K,Chequing Account,0.833,10313.251436376875
Young (<30),40K-80K,Chequing Account,0.908,2005.7657017413949
Mid-Age (30–50),40K-80K,Mortgage,0.517,0.0
Senior (50+),40K-80K,Chequing Account,0.51,9264.995966229724
Senior (50+),40K-80K,Chequing Account,0.778,2476.5635833841325
Senior (50+),40K-80K,Credit Card,0.904,7037.682673271307
Mid-Age (30–50),80K-120K,Investment,1.0,5660.889007024012
Mid-Age (30–50),120K–200K,Credit Card,0.947,3616.6376089610458
Young (<30),<40K,Credit Card,0.518,0.0
Senior (50+),80K-120K,Chequing Account,0.625,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.373,4280.582490808443
Mid-Age (30–50),80K-120K,Investment,0.851,6930.877856155497
Senior (50+),40K-80K,Credit Card,0.76,7118.107843714713
Young (<30),40K-80K,Credit Card,0.616,8613.161685286066
Senior (50+),40K-80K,Chequing Account,0.66,0.0
Young (<30),80K-120K,Credit Card,1.0,-1736.6119770057626
Senior (50+),40K-80K,Chequing Account,0.842,3979.4067072944235
Senior (50+),<40K,Chequing Account,0.415,0.0
Young (<30),40K-80K,Credit Card,0.709,5824.470719795661
Mid-Age (30–50),80K-120K,Credit Card,0.986,9467.197262442549
Mid-Age (30–50),80K-120K,Mortgage,0.944,-1102.557785422358
Mid-Age (30–50),80K-120K,Credit Card,0.844,13480.761541469725
Senior (50+),40K-80K,Chequing Account,0.556,0.0
Senior (50+),40K-80K,Chequing Account,0.802,-4782.859896459336
Young (<30),80K-120K,Mortgage,0.544,821.9216863534475
Mid-Age (30–50),40K-80K,Credit Card,0.833,4467.888821818711
Mid-Age (30–50),40K-80K,Credit Card,0.404,0.0
Senior (50+),40K-80K,Investment,0.492,0.0
Young (<30),80K-120K,Mortgage,0.708,7892.663340098685
Senior (50+),40K-80K,Chequing Account,0.678,8093.573878910891
Mid-Age (30–50),40K-80K,Credit Card,0.799,7656.393657330405
Senior (50+),40K-80K,Chequing Account,0.569,0.0
Senior (50+),80K-120K,Chequing Account,0.788,0.0
Senior (50+),<40K,Investment,0.53,4999.091312475333
Mid-Age (30–50),40K-80K,Investment,0.979,7022.762836921498
Mid-Age (30–50),80K-120K,Mortgage,1.0,3803.262449739772
Young (<30),80K-120K,Chequing Account,0.608,0.0
Senior (50+),40K-80K,Credit Card,0.691,3877.8829922274763
Senior (50+),<40K,Chequing Account,0.511,9609.903078108533
Young (<30),80K-120K,Chequing Account,0.916,0.0
Senior (50+),80K-120K,Mortgage,0.658,9013.766634601925
Young (<30),80K-120K,Investment,0.772,-1878.8236888146885
Mid-Age (30–50),80K-120K,Mortgage,0.838,8560.327027515523
Senior (50+),40K-80K,Chequing Account,0.6,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.655,4332.774096206373
Young (<30),80K-120K,Investment,0.98,2872.849852221787
Mid-Age (30–50),80K-120K,Credit Card,1.0,11163.190491731202
Mid-Age (30–50),40K-80K,Chequing Account,0.7,2337.1751117626773
Senior (50+),40K-80K,Mortgage,1.0,6390.400823883636
Mid-Age (30–50),80K-120K,Mortgage,0.876,-375.8110073760572
Mid-Age (30–50),40K-80K,Credit Card,0.538,-584.5957977219341
Senior (50+),40K-80K,Credit Card,0.627,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.574,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.863,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,4315.591263983841
Mid-Age (30–50),80K-120K,Credit Card,0.83,150.97722037346466
Mid-Age (30–50),40K-80K,Credit Card,0.686,3418.118440993857
Mid-Age (30–50),40K-80K,Credit Card,0.842,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.654,7130.655547401942
Senior (50+),80K-120K,Credit Card,0.91,6838.972603618404
Mid-Age (30–50),40K-80K,Mortgage,0.636,0.0
Senior (50+),40K-80K,Credit Card,0.785,5815.116626224228
Mid-Age (30–50),40K-80K,Investment,0.761,8316.17120390416
Mid-Age (30–50),40K-80K,Chequing Account,0.765,-3441.228736415187
Mid-Age (30–50),80K-120K,Chequing Account,0.719,9406.684443964037
Senior (50+),40K-80K,Mortgage,0.802,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.341,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.531,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.95,5507.81739918024
Young (<30),40K-80K,Mortgage,0.788,2753.045332382596
Mid-Age (30–50),40K-80K,Mortgage,0.613,0.0
Senior (50+),40K-80K,Chequing Account,0.602,0.0
Mid-Age (30–50),<40K,Chequing Account,0.356,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.878,7433.995837134975
Mid-Age (30–50),120K–200K,Mortgage,1.0,1712.9690537263077
Mid-Age (30–50),<40K,Credit Card,0.664,0.0
Senior (50+),80K-120K,Chequing Account,0.776,12539.183174880534
Mid-Age (30–50),80K-120K,Credit Card,0.721,7297.567041709664
Senior (50+),40K-80K,Credit Card,0.687,1951.4130450400662
Senior (50+),40K-80K,Investment,0.926,4145.2657067567325
Senior (50+),40K-80K,Chequing Account,0.493,3835.057128661372
Senior (50+),40K-80K,Credit Card,0.88,9002.061301737911
Young (<30),80K-120K,Chequing Account,1.0,4243.171285628208
Young (<30),<40K,Credit Card,0.637,6106.824547271743
Mid-Age (30–50),40K-80K,Chequing Account,0.543,0.0
Senior (50+),80K-120K,Chequing Account,0.679,0.0
Young (<30),40K-80K,Credit Card,0.597,5828.134172708304
Mid-Age (30–50),80K-120K,Investment,1.0,7117.817046248927
Mid-Age (30–50),40K-80K,Credit Card,0.539,0.0
Young (<30),40K-80K,Credit Card,0.761,494.34522634303175
Mid-Age (30–50),80K-120K,Chequing Account,0.807,11120.50679924095
Senior (50+),40K-80K,Investment,0.613,9406.7613929225
Senior (50+),80K-120K,Mortgage,0.583,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.883,5502.2651291939255
Mid-Age (30–50),<40K,Mortgage,0.451,8744.462656146845
Young (<30),40K-80K,Investment,0.751,6380.602287479316
Senior (50+),80K-120K,Chequing Account,0.55,0.0
Mid-Age (30–50),40K-80K,Investment,0.935,9311.209275288607
Mid-Age (30–50),40K-80K,Mortgage,0.596,0.0
Senior (50+),80K-120K,Investment,1.0,9411.040792587633
Young (<30),40K-80K,Credit Card,0.373,0.0
Senior (50+),40K-80K,Mortgage,0.436,0.0
Mid-Age (30–50),80K-120K,Mortgage,0.837,-1346.1107529083015
Senior (50+),40K-80K,Investment,0.557,6548.767412635962
Young (<30),<40K,Mortgage,0.356,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.574,0.0
Senior (50+),80K-120K,Chequing Account,0.622,11151.732938504512
Young (<30),80K-120K,Chequing Account,0.983,8641.802430924354
Young (<30),40K-80K,Chequing Account,0.572,0.0
Senior (50+),40K-80K,Chequing Account,0.664,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.647,0.0
Mid-Age (30–50),<40K,Mortgage,0.369,0.0
Young (<30),40K-80K,Investment,0.441,0.0
Senior (50+),40K-80K,Credit Card,1.0,5084.6180791689
Mid-Age (30–50),80K-120K,Mortgage,0.649,5584.513049591173
Young (<30),40K-80K,Chequing Account,0.457,6960.510930664785
Mid-Age (30–50),40K-80K,Chequing Account,0.602,-1118.5807803216244
Senior (50+),80K-120K,Credit Card,0.92,5610.191284582168
Young (<30),<40K,Chequing Account,0.222,0.0
Young (<30),80K-120K,Investment,0.673,5824.195634334916
Young (<30),40K-80K,Credit Card,0.779,6298.454619847404
Senior (50+),80K-120K,Chequing Account,0.842,1454.4380444036287
Mid-Age (30–50),80K-120K,Chequing Account,0.599,7075.726188148728
Senior (50+),80K-120K,Mortgage,1.0,2819.2944833751317
Mid-Age (30–50),80K-120K,Credit Card,0.712,0.0
Senior (50+),80K-120K,Credit Card,0.85,-1468.7808772100802
Senior (50+),80K-120K,Chequing Account,0.929,7580.172170721822
Young (<30),40K-80K,Credit Card,0.688,8951.095158044613
Mid-Age (30–50),40K-80K,Mortgage,0.536,8105.787757907183
Senior (50+),40K-80K,Credit Card,0.594,3718.170621968173
Mid-Age (30–50),80K-120K,Credit Card,0.93,3230.0831666123786
Mid-Age (30–50),40K-80K,Mortgage,0.679,0.0
Senior (50+),80K-120K,Chequing Account,0.946,10403.394409515131
Mid-Age (30–50),40K-80K,Mortgage,0.739,0.0
Young (<30),40K-80K,Credit Card,0.796,1810.3045803526911
Mid-Age (30–50),80K-120K,Chequing Account,0.81,2075.5152660207277
Senior (50+),40K-80K,Mortgage,0.605,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.504,-1271.9439284065943
Senior (50+),40K-80K,Mortgage,0.592,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.978,1265.6094290581304
Mid-Age (30–50),80K-120K,Investment,1.0,9140.681675317082
Senior (50+),40K-80K,Chequing Account,0.429,10884.463219436522
Mid-Age (30–50),40K-80K,Mortgage,0.608,3801.2275572201743
Senior (50+),40K-80K,Credit Card,0.642,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.843,5639.491969548377
Senior (50+),80K-120K,Credit Card,0.777,6414.832602079507
Mid-Age (30–50),40K-80K,Credit Card,0.831,2674.6298325843754
Young (<30),40K-80K,Credit Card,0.716,-4695.48242909033
Senior (50+),80K-120K,Mortgage,0.659,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.879,1894.9012549982554
Senior (50+),80K-120K,Credit Card,0.518,4284.147095353463
Senior (50+),40K-80K,Chequing Account,0.675,8630.556157549681
Senior (50+),40K-80K,Chequing Account,0.897,0.0
Senior (50+),40K-80K,Credit Card,0.697,8400.1805762565
Senior (50+),80K-120K,Mortgage,0.686,0.0
Senior (50+),40K-80K,Chequing Account,0.477,6650.190805339365
Senior (50+),80K-120K,Investment,0.726,5124.562029340557
Young (<30),80K-120K,Mortgage,0.703,0.0
Senior (50+),40K-80K,Credit Card,0.754,8535.415449295519
